,word_original,word_no_punctuation,word_can_search,word_index_in_song,line_index_in_song,stanza_index_in_song,stanza_description,line_index_in_stanza,word_index_in_line,count_with_all_chorus,count_with_first_chorus,count_with_no_chorus,list_of_indexes,textblob_pos_tags,broad_pos_tag,hugface_label,hugface_score,m_w_definition,m_w_synonyms,m_w_synonyms_in_data,m_w_antonyms,m_w_antonyms_in_data,line_classified,line_label,line_score,line_positivity,line_positivity_rank,line_positivity_norm,word_positivity,word_positivity_rank,word_positivity_norm,tsne_x,tsne_y
563,hate,hate,hate,564,64,7,Verse 3,16,129,1,1,1,[564],"[('hate', 'NN')]",N,NEGATIVE,0.9997,"['intense hostility and aversion usually deriving from fear, anger, or sense of injury', 'extreme dislike or disgust : antipathy, loathing', 'a systematic and especially politically exploited expression of hatred —often used before another noun']","[['abhor', 'abominate', 'despise', 'detest', 'execrate', 'loathe']]",[],[['love']],['love'], because hate in your heart will consume you too,NEGATIVE,0.9677,-0.9677,16,0.3076923076923077,-0.9997,1,0.005681818181818182,-4.5565357,4.576021
564,in,in,in,565,64,7,Verse 3,16,130,11,8,8,"[42, 59, 90, 106, 205, 357, 377, 425, 505, 565, 633]","[('in', 'IN')]",PREP,POSITIVE,0.9790000000000001,"['—used as a function word to indicate inclusion, location, or position within limits', 'into', '—used as a function word to indicate means, medium, or instrumentality']","[['by', 'per', 'through', 'via', 'with']]",['with'],[],[], because hate in your heart will consume you too,NEGATIVE,0.9677,-0.9677,16,0.3076923076923077,0.9790000000000001,97,0.5511363636363636,5.2418413,-23.58698
565,your,your,your,566,64,7,Verse 3,16,131,10,10,10,"[107, 125, 130, 247, 366, 394, 467, 518, 566, 577]","[('your', 'PRP$')]",PRON,POSITIVE,0.9981,"['of or relating to you or yourself or yourselves especially as possessor or possessors, agent or agents, or object or objects of an action', 'of or relating to one or oneself', '—used with little or no meaning almost as an equivalent to the definite article the']","[['aggressive', 'ambitious', 'assertive', 'enterprising', 'fierce', 'go-getting', 'high-pressure', 'militant', 'pushy', 'self-asserting', 'self-assertive']]",[],"[['ambitionless', 'low-pressure', 'nonassertive', 'unaggressive', 'unambitious', 'unassertive', 'unenterprising']]",[], because hate in your heart will consume you too,NEGATIVE,0.9677,-0.9677,16,0.3076923076923077,0.9981,159,0.9034090909090909,-30.022184,3.5474777
566,heart,heart,heart,567,64,7,Verse 3,16,132,3,3,3,"[135, 519, 567]","[('heart', 'NN')]",N,POSITIVE,0.9998,"['a hollow muscular organ of vertebrate animals that by its rhythmic contraction acts as a force pump maintaining the circulation of the blood', 'a structure in an invertebrate animal functionally analogous to the vertebrate heart', 'breast, bosom']","[['bigheartedness', 'charity', 'commiseration', 'compassion', 'feeling', 'good-heartedness', 'humanity', 'kindheartedness', 'kindliness', 'kindness', 'largeheartedness', 'mercy', 'pity', 'ruth', 'softheartedness', 'sympathy', 'warmheartedness'], ['axis', 'base', 'capital', 'center', 'central', 'core', 'cynosure', 'epicenter', 'eye', 'focus', 'ground zero', 'hub', 'locus', 'mecca', 'navel', 'nerve center', 'nexus', 'nucleus', 'omphalos', 'seat'], ['bottle', 'bravery', 'courage', 'courageousness', 'daring', 'daringness', 'dauntlessness', 'doughtiness', 'fearlessness', 'gallantry', 'greatheartedness', 'guts', 'gutsiness', 'hardihood', 'heroism', 'intestinal fortitude', 'intrepidity', 'intrepidness', 'moxie', 'nerve', 'pecker', 'prowess', 'stoutness', 'valor', 'virtue'], ['bottom line', ""bull's-eye"", 'centerpiece', 'core', 'crux', 'essence', 'gist', 'kernel', 'keynote', 'meat', 'meat and potatoes', 'net', 'nub', 'nubbin', 'nucleus', 'pith', 'pivot', 'point', 'root', 'sum'], ['belly', 'blood', 'bone(s)', 'bosom', 'breast', 'core', 'gut', 'heartstrings', 'inner space', 'inside', 'quick', 'soul']]",['seat'],"[['coldheartedness', 'hard-heartedness', 'inhumanity', 'inhumanness', 'mercilessness', 'pitilessness'], ['cowardice', 'cowardliness', 'cravenness', 'dastardliness', 'poltroonery', 'spinelessness']]",[], because hate in your heart will consume you too,NEGATIVE,0.9677,-0.9677,16,0.3076923076923077,0.9998,175,0.9943181818181818,-18.67205,3.9162762
567,will,will,will,568,64,7,Verse 3,16,133,4,4,4,"[276, 321, 545, 568]","[('will', 'MD')]",V,POSITIVE,0.9997,"['—used to express futurity', '—used to express desire, choice, willingness, consent, or in negative constructions refusal', '—used to express a command, exhortation, or injunction']","[['bequeath', 'leave'], ['choose', 'like', 'please', 'want', 'wish']]","['choose', 'like', 'please']",[],[], because hate in your heart will consume you too,NEGATIVE,0.9677,-0.9677,16,0.3076923076923077,0.9997,174,0.9886363636363636,8.671986,-3.4272482
568,consume,consume,consume,569,64,7,Verse 3,16,134,1,1,1,[569],"[('consume', 'NN')]",N,POSITIVE,0.9199,"['to do away with completely : destroy', 'to spend wastefully : squander', 'use up']","[['devour', 'eat (up)'], ['absorb', 'burn', 'deplete', 'devour', 'drain', 'draw down', 'exhaust', 'expend', 'play out', 'spend', 'use up'], ['eat', 'ingest', 'partake (of)', 'put away', 'put down', 'tuck (away or in)']]",[],"[['renew', 'replace']]",[], because hate in your heart will consume you too,NEGATIVE,0.9677,-0.9677,16,0.3076923076923077,0.9199,68,0.38636363636363635,-3.0745413,-7.369622
569,you,you,you,570,64,7,Verse 3,16,135,30,27,27,"[41, 53, 101, 105, 142, 175, 213, 225, 245, 256, 270, 281, 289, 300, 319, 328, 342, 346, 351, 374, 385, 433, 445, 547, 550, 553, 570, 598, 603, 641]","[('you', 'PRP')]",PRON,POSITIVE,0.9991,"['the one or ones being addressed —used as the pronoun of the second person singular or plural in any grammatical relation except that of a possessive —used formerly only as a plural pronoun of the second person in the dative or accusative case as direct or indirect object of a verb or as object of a preposition', 'one']","[['what all', 'whatever', 'whatnot']]",[],[],[], because hate in your heart will consume you too,NEGATIVE,0.9677,-0.9677,16,0.3076923076923077,0.9991,168,0.9545454545454546,-37.31703,6.767377
570,too,too,too,571,64,7,Verse 3,16,136,2,2,2,"[169, 571]","[('too', 'RB')]",ADV,NEGATIVE,0.9357,"['besides, also', 'to an excessive degree : excessively', 'to such a degree as to be regrettable']","[['devilishly', 'excessively', 'exorbitantly', 'inordinately', 'intolerably', 'monstrously', 'overly', 'overmuch', 'unacceptably', 'unduly'], ['additionally', 'again', 'also', 'besides', 'either', 'further', 'furthermore', 'likewise', 'more', 'moreover', 'then', 'withal', 'yet'], ['achingly', 'almighty', 'archly', 'awful', 'awfully', 'badly', 'beastly', 'blisteringly', 'bone', 'colossally', 'corking', 'cracking', 'damn', 'damned', 'dang', 'deadly', 'desperately', 'eminently', 'enormously', 'especially', 'ever', 'exceedingly', 'extra', 'extremely', 'fabulously', 'fantastically', 'far', 'fiercely', 'filthy', 'frightfully', 'full', 'greatly', 'heavily', 'highly', 'hugely', 'immensely', 'incredibly', 'intensely', 'jolly', 'majorly', 'mightily', 'mighty', 'monstrous', 'mortally', 'most', 'much', 'particularly', 'passing', 'rattling', 'real', 'really', 'right', 'roaring', 'roaringly', 'seriously', 'severely', 'so', 'sore', 'sorely', 'spanking', 'specially', 'stinking', 'such', 'super', 'supremely', 'surpassingly', 'terribly', 'that', 'thumping', 'unco', 'uncommonly', 'vastly', 'very', 'vitally', 'way', 'whacking', 'wicked', 'wildly']]","['more', 'then', 'much', 'right', 'so', 'that', 'very']","[['deficiently', 'inadequately', 'insufficiently'], ['little', 'negligibly', 'nominally', 'slightly', 'somewhat']]",['little'], because hate in your heart will consume you too,NEGATIVE,0.9677,-0.9677,16,0.3076923076923077,-0.9357,37,0.21022727272727273,4.078727,11.941182
571,Always,Always,always,572,65,7,Verse 3,17,137,2,2,2,"[322, 572]","[('always', 'RB')]",ADV,POSITIVE,0.9983,"['at all times : invariably', 'forever', 'at any rate : in any event']","[['aye', 'consistently', 'constantly', 'continually', 'ever', 'forever', 'incessantly', 'invariably', 'night and day', 'perpetually', 'unfailingly'], ['anyhow', 'anyway', 'leastways', 'leastwise'], ['aye', ""e'er"", 'eternally', 'ever', 'everlastingly', 'evermore', 'forever', 'forevermore', 'indelibly', 'permanently', 'perpetually']]",[],"[[""ne'er"", 'never'], [""ne'er"", 'never', 'nevermore']]",[], always tell the truth say your prayers,POSITIVE,0.9981,0.9981,39,0.75,0.9983,161,0.9147727272727273,3.1950836,8.762408
572,tell,tell,tell,573,65,7,Verse 3,17,138,1,1,1,[573],"[('tell', 'NN')]",N,POSITIVE,0.9845,"['to relate in detail : narrate', 'to give utterance to : say', 'to make known : divulge, reveal']","[['chart', 'chronicle', 'describe', 'narrate', 'recite', 'recount', 'rehearse', 'relate', 'report'], ['articulate', 'bring out', 'enunciate', 'pass', 'say', 'speak', 'state', 'talk', 'utter', 'verbalize', 'vocalize'], ['count', 'enumerate', 'number'], ['acquaint', 'advise', 'apprise', 'brief', 'catch up', 'clear', 'clue (in)', 'enlighten', 'familiarize', 'fill in', 'hip', 'inform', 'instruct', 'verse', 'wise (up)'], ['adjure', 'bid', 'boss (around)', 'charge', 'command', 'direct', 'enjoin', 'instruct', 'order'], ['bare', 'disclose', 'discover', 'divulge', 'expose', 'let on (about)', 'reveal', 'spill', 'unbosom', 'uncloak', 'uncover', 'unmask', 'unveil']]",['say'],"[['mind', 'obey'], ['cloak', 'conceal', 'cover (up)', 'enshroud', 'hide', 'mask', 'shroud', 'veil']]",['mind'], always tell the truth say your prayers,POSITIVE,0.9981,0.9981,39,0.75,0.9845,105,0.5965909090909091,-5.405848,-10.438434
573,the,the,the,574,65,7,Verse 3,17,139,38,15,15,"[10, 15, 20, 25, 30, 35, 38, 76, 87, 154, 177, 189, 194, 199, 206, 209, 272, 310, 381, 397, 409, 414, 419, 426, 429, 461, 495, 527, 539, 559, 574, 586, 605, 617, 622, 627, 634, 637]","[('the', 'DT')]",DET,POSITIVE,0.9636,"['—used as a function word to indicate that a following noun or noun equivalent is definite or has been previously specified by context or by circumstance', '—used as a function word to indicate that a following noun or noun equivalent is a unique or a particular member of its class', '—used as a function word before nouns that designate natural phenomena or points of the compass']","[['beer and skittles', 'easy street', 'fun and games', 'hog heaven', 'picnic']]",[],[],[], always tell the truth say your prayers,POSITIVE,0.9981,0.9981,39,0.75,0.9636,84,0.4772727272727273,10.265279,-13.168574
574,"truth,",truth,truth,575,65,7,Verse 3,17,140,1,1,1,[575],"[('truth', 'NN')]",N,POSITIVE,0.9991,"['the body of real things, events, and facts : actuality', 'the state of being the case : fact', 'a transcendent fundamental or spiritual reality']","[['facticity', 'factuality', 'sooth', 'trueness', 'verity']]",[],"[['falseness', 'falsity', 'untruth']]",[], always tell the truth say your prayers,POSITIVE,0.9981,0.9981,39,0.75,0.9991,168,0.9545454545454546,-9.546127,4.1347814
575,say,say,say,576,65,7,Verse 3,17,141,1,1,1,[576],"[('say', 'VB')]",V,POSITIVE,0.9529,"['to express in words : state', 'to state as opinion or belief : declare', 'utter, pronounce']","[['articulate', 'bring out', 'enunciate', 'pass', 'speak', 'state', 'talk', 'tell', 'utter', 'verbalize', 'vocalize'], ['articulate', 'clothe', 'couch', 'express', 'formulate', 'phrase', 'put', 'state', 'word'], ['recite', 'reel off', 'repeat'], ['assume', 'hypothecate', 'hypothesize', 'postulate', 'premise', 'presume', 'presuppose', 'suppose']]",['tell'],[],[], always tell the truth say your prayers,POSITIVE,0.9981,0.9981,39,0.75,0.9529,79,0.44886363636363635,-5.808588,-10.634519
576,your,your,your,577,65,7,Verse 3,17,142,10,10,10,"[107, 125, 130, 247, 366, 394, 467, 518, 566, 577]","[('your', 'PRP$')]",PRON,POSITIVE,0.9981,"['of or relating to you or yourself or yourselves especially as possessor or possessors, agent or agents, or object or objects of an action', 'of or relating to one or oneself', '—used with little or no meaning almost as an equivalent to the definite article the']","[['aggressive', 'ambitious', 'assertive', 'enterprising', 'fierce', 'go-getting', 'high-pressure', 'militant', 'pushy', 'self-asserting', 'self-assertive']]",[],"[['ambitionless', 'low-pressure', 'nonassertive', 'unaggressive', 'unambitious', 'unassertive', 'unenterprising']]",[], always tell the truth say your prayers,POSITIVE,0.9981,0.9981,39,0.75,0.9981,159,0.9034090909090909,-30.342487,3.8914528
577,prayers,prayers,prayers,578,65,7,Verse 3,17,143,1,1,1,[578],"[('prayers', 'NNS')]",N,POSITIVE,0.9329999999999999,"['an address (such as a petition) to God or a god in word or thought', 'a set order of words used in praying', 'an earnest request or wish']","[['orisons'], ['adjurations', 'appeals', 'conjurations', 'cries', 'desires', 'entreaties', 'petitions', 'pleadings', 'pleas', 'solicitations', 'suits', 'suppliances', 'supplications']]",[],[],[], always tell the truth say your prayers,POSITIVE,0.9981,0.9981,39,0.75,0.9329999999999999,73,0.4147727272727273,-10.855278,2.256084
578,Hold,Hold,hold,579,66,7,Verse 3,18,144,1,1,1,[579],"[('hold', 'NN')]",N,POSITIVE,0.9987,"[""to have possession or ownership of or have at one's disposal"", 'to have as a privilege or position of responsibility', 'to have as a mark of distinction']","[['clench', 'cling (to)', 'clutch', 'grip'], ['keep', 'reserve', 'retain', 'withhold'], ['allow', 'believe', 'conceive', 'consider', 'deem', 'esteem', 'feel', 'figure', 'guess', 'imagine', 'judge', 'reckon', 'suppose', 'think'], ['bear', 'boast', 'contain'], ['bear', 'cherish', 'entertain', 'harbor', 'have', 'nurse'], ['command', 'enjoy', 'have', 'own', 'possess', 'retain'], ['accommodate', 'fit', 'take'], ['clasp', 'grasp', 'grip', 'take'], ['account', 'call', 'consider', 'count', 'esteem', 'look (on or upon)', 'rate', 'reckon', 'regard', 'set down', 'view'], ['bridle', 'check', 'constrain', 'contain', 'control', 'curb', 'govern', 'inhibit', 'keep', 'measure', 'pull in', 'regulate', 'rein (in)', 'restrain', 'rule', 'tame'], ['aim', 'bend', 'cast', 'direct', 'head', 'level', 'pinpoint', 'set', 'train']]","['keep', 'feel', 'think', 'take', 'head']","[['give up', 'hand over', 'release', 'relinquish', 'surrender', 'yield'], ['lack', 'want'], ['lose']]",['lose'], hold doors pull out chairs easy on the swears,NEGATIVE,0.9656,-0.9656,17,0.3269230769230769,0.9987,164,0.9318181818181818,-6.9055853,-8.107926
579,"doors,",doors,doors,580,66,7,Verse 3,18,145,1,1,1,[580],"[('doors', 'NNS')]",N,POSITIVE,0.9932,"['a usually swinging or sliding barrier by which an entry is closed and opened; also : a similar part of a piece of furniture', 'doorway', 'a means of access or participation : opportunity']","[['gates', 'hatches', 'portals'], ['doorways', 'entrances', 'gates', 'gateways', 'ways'], ['accesses', 'accessions', 'admissions', 'admittances', 'doorways', 'entrances', 'entrées', 'entries', 'gateways', 'ingresses', 'keys', 'passports', 'tickets']]",[],[],[], hold doors pull out chairs easy on the swears,NEGATIVE,0.9656,-0.9656,17,0.3269230769230769,0.9932,129,0.7329545454545454,-7.575193,3.4234395
580,pull,pull,pull,581,66,7,Verse 3,18,146,1,1,1,[581],"[('pull', 'NN')]",N,POSITIVE,0.9451,"['to exert force upon so as to cause or tend to cause motion toward the force', 'to stretch (cooling candy) repeatedly', 'to strain abnormally']","[['drag', 'draw', 'hale', 'haul', 'lug', 'tow', 'tug'], ['corkscrew', 'extract', 'prize', 'pry', 'root (out)', 'tear (out)', 'uproot', 'wrest', 'wring', 'yank'], ['rack', 'strain', 'stretch', 'wrench']]",[],"[['drive', 'propel', 'push']]",['push'], hold doors pull out chairs easy on the swears,NEGATIVE,0.9656,-0.9656,17,0.3269230769230769,0.9451,76,0.4318181818181818,-5.9224772,-8.4988
581,out,out,out,582,66,7,Verse 3,18,147,4,4,4,"[121, 362, 537, 582]","[('out', 'IN')]",PREP,NEGATIVE,0.9803,"['in a direction away from the inside or center', 'outside', 'from among others']","[['alfresco', 'outdoors', 'outside'], ['aloud', 'audibly', 'out loud'], ['all', 'all of', 'all over', 'altogether', 'clean', 'completely', 'dead', 'enough', 'entire', 'entirely', 'even', 'exactly', 'fast', 'flat', 'full', 'fully', 'heartily', 'perfectly', 'plumb', 'quite', 'soundly', 'thoroughly', 'through and through', 'totally', 'utterly', 'well', 'wholly', 'wide'], ['away', 'down', 'fro', 'hence', 'off']]","['all', 'enough', 'fast', 'off']","[['indoors'], ['inaudibly', 'silently', 'soundlessly', 'voicelessly'], ['half', 'halfway', 'incompletely', 'part', 'partially', 'partly']]",[], hold doors pull out chairs easy on the swears,NEGATIVE,0.9656,-0.9656,17,0.3269230769230769,-0.9803,25,0.14204545454545456,0.95534,0.46443567
582,"chairs,",chairs,chairs,583,66,7,Verse 3,18,148,1,1,1,[583],"[('chairs', 'NNS')]",N,POSITIVE,0.9956,"['to install in office', 'to carry on the shoulders in acclaim', 'to preside as chairman of']","[['chairmen', 'chairpersons', 'moderators', 'presidents', 'presiders', 'prolocutors', 'speakers'], [""driver's seats"", 'heads', 'headships', 'helms', 'reins']]",[],[],[], hold doors pull out chairs easy on the swears,NEGATIVE,0.9656,-0.9656,17,0.3269230769230769,0.9956,142,0.8068181818181818,-7.3131766,4.2468357
583,easy,easy,easy,584,66,7,Verse 3,18,149,1,1,1,[584],"[('easy', 'JJ')]",ADJ,POSITIVE,0.9972,"['causing or involving little difficulty or discomfort', 'requiring or indicating little effort, thought, or reflection', 'not severe : lenient']","[['cheap', 'downhill', 'effortless', 'facile', 'fluent', 'fluid', 'hands-down', 'light', 'painless', 'ready', 'royal', 'simple', 'smooth', 'snap', 'soft'], ['dewy-eyed', 'exploitable', 'gullible', 'naive', 'susceptible', 'trusting', 'unwary', 'wide-eyed'], ['comfortable', 'comfy', 'cozy', 'cushy', 'snug', 'soft'], ['charitable', 'clement', 'indulgent', 'soft']]",[],"[['arduous', 'demanding', 'difficult', 'exacting', 'formidable', 'grueling', 'hard', 'herculean', 'killer', 'labored', 'laborious', 'murderous', 'rough', 'severe', 'stiff', 'strenuous', 'toilful', 'toilsome', 'tough'], ['uncomfortable'], ['hard', 'harsh', 'severe', 'stern', 'strict']]",['tough'], hold doors pull out chairs easy on the swears,NEGATIVE,0.9656,-0.9656,17,0.3269230769230769,0.9972,153,0.8693181818181818,-1.4857596,5.5827727
